name,org,url,id,Label,citations,h_index,study_field
marco comerio,Researcher at Cefriel,https://scholar.google.com/citations?hl=it&user=WIGpQlMAAAAJ,1065,"marco comerio - Researcher at Cefriel - ['semantic interoperability', 'national access points', 'service contracts']",708,15,"['semantic interoperability', 'national access points', 'service contracts']"
davide proserpio,USC Marshall School of Business,https://scholar.google.com/citations?hl=it&user=jSOmvKUAAAAJ,1066,"davide proserpio - USC Marshall School of Business - ['Digital marketing', 'sharing economy', 'user generated content', 'online reviews', 'advertising']",7094,24,"['Digital marketing', 'sharing economy', 'user generated content', 'online reviews', 'advertising']"
payam barnaghi,Imperial College London,https://scholar.google.com/citations?hl=it&user=D6R2cnwAAAAJ,1067,"payam barnaghi - Imperial College London - ['machine learning', 'digital biomarkers', 'neuroscience', 'digital health', 'AI in medicine']",10081,44,"['machine learning', 'digital biomarkers', 'neuroscience', 'digital health', 'AI in medicine']"
guglielmo faggioli,University of Padova,https://scholar.google.com/citations?hl=it&user=XrpmghMAAAAJ,1068,"guglielmo faggioli - University of Padova - ['Privacy', 'Privacy Preserving Information Access', 'Information Retrieval', 'Information Retrieval Evaluation', 'Evaluation']",319,10,"['Privacy', 'Privacy Preserving Information Access', 'Information Retrieval', 'Information Retrieval Evaluation', 'Evaluation']"
davide lanti,Free University of Bozen-Bolzano,https://scholar.google.com/citations?hl=it&user=U91SlzEAAAAJ,1069,"davide lanti - Free University of Bozen-Bolzano - ['Artificial Intelligence', 'Description Logics', 'Ontology-based Data Access']",1498,15,"['Artificial Intelligence', 'Description Logics', 'Ontology-based Data Access']"
stefano sebastio,"INRIA Bretagne Atlantique, France",https://scholar.google.com/citations?hl=it&user=88OgNToAAAAJ,1070,"stefano sebastio - INRIA Bretagne Atlantique, France - ['distributed systems', 'artificial intelligence', 'P2P MMOGs', 'cloud computing', 'autonomic computing']",464,11,"['distributed systems', 'artificial intelligence', 'P2P MMOGs', 'cloud computing', 'autonomic computing']"
einar rasmussen,Professor Nord University Business School,https://scholar.google.com/citations?hl=it&user=QzPh3hAAAAAJ,1072,"einar rasmussen - Professor Nord University Business School - ['Entrepreneurship education', 'Academic entrepreneurship', 'Commercialization', 'start-up', 'university industry collaboration']",7792,36,"['Entrepreneurship education', 'Academic entrepreneurship', 'Commercialization', 'start-up', 'university industry collaboration']"
zexuan zhu,Shenzhen University,https://scholar.google.com/citations?hl=it&user=kqHaIGEAAAAJ,1073,"zexuan zhu - Shenzhen University - ['Evolutionary Computation', 'Memetic Computing', 'Bioinformatics', 'Machine Learning']",7597,45,"['Evolutionary Computation', 'Memetic Computing', 'Bioinformatics', 'Machine Learning']"
francesco isgrò,Università degli Studi di Napoli Federico II,https://scholar.google.com/citations?hl=it&user=kT6vIN8AAAAJ,1074,"francesco isgrò - Università degli Studi di Napoli Federico II - ['Computer vision', 'Machine Learning']",2306,24,"['Computer vision', 'Machine Learning']"
emiliano miluzzo,Lion Cave Capital,https://scholar.google.com/citations?hl=it&user=XBRpmNwAAAAJ,1075,"emiliano miluzzo - Lion Cave Capital - ['pervasive computing', 'ubiquitous computing', 'mobile computing', 'smartphone sensing']",10765,28,"['pervasive computing', 'ubiquitous computing', 'mobile computing', 'smartphone sensing']"
adila krisnadhi,Universitas Indonesia,https://scholar.google.com/citations?hl=it&user=m7PqgfkAAAAJ,1076,"adila krisnadhi - Universitas Indonesia - ['Ontology Design Patterns', 'Semantic Web', 'Knowledge Representation', 'Automated Reasoning', 'Machine Learning']",1660,21,"['Ontology Design Patterns', 'Semantic Web', 'Knowledge Representation', 'Automated Reasoning', 'Machine Learning']"
roberto prevete,University of Naples Federico II,https://scholar.google.com/citations?hl=it&user=Bg-Z4ksAAAAJ,1077,"roberto prevete - University of Naples Federico II - ['Neural networks', 'Deep Learning', 'XAI', 'computational neuroscience', 'Artificial Intelligence']",1687,20,"['Neural networks', 'Deep Learning', 'XAI', 'computational neuroscience', 'Artificial Intelligence']"
davide sangiorgi,University of Bologna,https://scholar.google.com/citations?hl=it&user=Xd4KSLcAAAAJ,1078,davide sangiorgi - University of Bologna - ['Concurrency theory - Programming languages - type systems'],11890,51,['Concurrency theory - Programming languages - type systems']
jonathan ting,Allen Institute for Brain Science,https://scholar.google.com/citations?hl=it&user=C--E-HgAAAAJ,1080,jonathan ting - Allen Institute for Brain Science - ['Neurophysiology'],8443,35,['Neurophysiology']
qianyun zhang,Beihang University,https://scholar.google.com/citations?hl=it&user=crCRjmYAAAAJ,1081,"qianyun zhang - Beihang University - ['Antenna Theory', 'Cooperative Communication', 'Spectrum Security']",654,12,"['Antenna Theory', 'Cooperative Communication', 'Spectrum Security']"
jean-yves moyen,University of Copenhagen,https://scholar.google.com/citations?hl=it&user=PpkC9xUAAAAJ,1082,jean-yves moyen - University of Copenhagen - [],413,9,[]
robert meusel,"Telekom Deutschland GmbH, Customer Experience & Data",https://scholar.google.com/citations?hl=it&user=U1MvubMAAAAJ,1083,"robert meusel - Telekom Deutschland GmbH, Customer Experience & Data - ['Data Profiling', 'Data Quality', 'Anomaly Detection', 'Failure Prediction', 'Web Graph Profiling']",1490,17,"['Data Profiling', 'Data Quality', 'Anomaly Detection', 'Failure Prediction', 'Web Graph Profiling']"
björn þór jónsson,Reykjavik University,https://scholar.google.com/citations?hl=it&user=syXaq1IAAAAJ,1084,"björn þór jónsson - Reykjavik University - ['Multimedia Retrieval', 'Multimedia Analytics', 'Database Performance']",2730,20,"['Multimedia Retrieval', 'Multimedia Analytics', 'Database Performance']"
lorenzo bacchiani,University of Bologna,https://scholar.google.com/citations?hl=it&user=EG5njaQAAAAJ,1085,"lorenzo bacchiani - University of Bologna - ['microservices', 'distributed systems', 'computer science', 'session types']",19,3,"['microservices', 'distributed systems', 'computer science', 'session types']"
stefano benigni,Imperial College,https://scholar.google.com/citations?hl=it&user=94gbc4QAAAAJ,1086,"stefano benigni - Imperial College - ['organizational learning', 'behavioural strategy', 'cognition', 'agent-based simulation']",47,3,"['organizational learning', 'behavioural strategy', 'cognition', 'agent-based simulation']"
moreno marzolla,Università di Bologna,https://scholar.google.com/citations?hl=it&user=gUnKpJUAAAAJ,1087,"moreno marzolla - Università di Bologna - ['Performance Modeling', 'Parallel Computing', 'Complex Systems', 'Simulation']",2648,26,"['Performance Modeling', 'Parallel Computing', 'Complex Systems', 'Simulation']"
antonio penta,Accenture Data and AI,https://scholar.google.com/citations?hl=it&user=gIGmQLUAAAAJ,1088,"antonio penta - Accenture Data and AI - ['Knowledge  Extraction from Heterogeneous Data', 'Multimedia  Reasoning and Recommendation', 'Multimedia Ontology']",496,11,"['Knowledge  Extraction from Heterogeneous Data', 'Multimedia  Reasoning and Recommendation', 'Multimedia Ontology']"
jörg steffen,German Research Center for Artificial Intelligence,https://scholar.google.com/citations?hl=it&user=KiOB9dIAAAAJ,1089,"jörg steffen - German Research Center for Artificial Intelligence - ['NLP', 'KI']",188,7,"['NLP', 'KI']"
alberto borghetti,University of Bologna,https://scholar.google.com/citations?hl=it&user=SU8rH-MAAAAJ,1090,"alberto borghetti - University of Bologna - ['power systems', 'lightning', 'microgrids', 'smart grid', 'electricity markets']",6888,41,"['power systems', 'lightning', 'microgrids', 'smart grid', 'electricity markets']"
davide calvaresi,HES-SO Valais-Wallis,https://scholar.google.com/citations?hl=it&user=n1TS5xsAAAAJ,1092,"davide calvaresi - HES-SO Valais-Wallis - ['RT-MAS', 'EXTRAAMAS', 'Explainable AI', 'Blockchain']",2198,24,"['RT-MAS', 'EXTRAAMAS', 'Explainable AI', 'Blockchain']"
takayuki ito,Kyoto University,https://scholar.google.com/citations?hl=it&user=eq7P_4YAAAAJ,1093,"takayuki ito - Kyoto University - ['Artificial Intelligence', 'Multiagent Systems', 'Multi-Agent Systems', 'Collective Intelligence', 'Consensus Informatics']",5309,35,"['Artificial Intelligence', 'Multiagent Systems', 'Multi-Agent Systems', 'Collective Intelligence', 'Consensus Informatics']"
pascal van hentenryck,Georgia Institute of Technology,https://scholar.google.com/citations?hl=it&user=GxFQz-4AAAAJ,1094,"pascal van hentenryck - Georgia Institute of Technology - ['Artificial Intelligence', 'Data Science', 'Optimization', 'Mobility', 'Energy']",27119,74,"['Artificial Intelligence', 'Data Science', 'Optimization', 'Mobility', 'Energy']"
andrius aucinas,Software Engineer,https://scholar.google.com/citations?hl=it&user=cB_BWVMAAAAJ,1095,andrius aucinas - Software Engineer - [],2489,8,[]
alberto leardini,Istituto Ortopedico Rizzoli,https://scholar.google.com/citations?hl=it&user=YKtEKmUAAAAJ,1096,alberto leardini - Istituto Ortopedico Rizzoli - [],24589,62,[]
enrico bagli,"Data Scientist, CRIF",https://scholar.google.com/citations?hl=it&user=T0szTmEAAAAJ,1097,"enrico bagli - Data Scientist, CRIF - ['High Energy Physics', 'Monte Carlo Simulation', 'Data Science', 'Machine Learning', 'Explainability']",7872,32,"['High Energy Physics', 'Monte Carlo Simulation', 'Data Science', 'Machine Learning', 'Explainability']"
misael mongiovì,ISTC CNR,https://scholar.google.com/citations?hl=it&user=ORzjqRsAAAAJ,1098,"misael mongiovì - ISTC CNR - ['data science', 'network analysis', 'graph mining']",1416,17,"['data science', 'network analysis', 'graph mining']"
pasquale cascarano,University of Bologna,https://scholar.google.com/citations?hl=it&user=RL91ULEAAAAJ,1099,"pasquale cascarano - University of Bologna - ['Numerical Analysis', 'Image Processing', 'Deep Learning']",142,7,"['Numerical Analysis', 'Image Processing', 'Deep Learning']"
mirto musci,University of Pavia,https://scholar.google.com/citations?hl=it&user=8hzBArsAAAAJ,1100,"mirto musci - University of Pavia - ['Parallel Computing', 'Bioinformatics', 'Deep Neural Networks']",407,10,"['Parallel Computing', 'Bioinformatics', 'Deep Neural Networks']"
michela milano,Professor of Intelligent Systems,https://scholar.google.com/citations?hl=it&user=bQBpCnEAAAAJ,1150,"michela milano - Professor of Intelligent Systems - ['Artificial Intelligence', 'Computational Sustainability', 'Constraint Programming']",4942,38,"['Artificial Intelligence', 'Computational Sustainability', 'Constraint Programming']"
gianluca moro,"Dept. of Computer Science and Engineering - University of Bologna, Cesena",https://scholar.google.com/citations?hl=it&user=QOfSGKkAAAAJ,1151,"gianluca moro - Dept. of Computer Science and Engineering - University of Bologna, Cesena - ['natural language processing', 'data science', 'data mining', 'machine learning', 'sensor networks agents peer-to-peer systems']",2385,25,"['natural language processing', 'data science', 'data mining', 'machine learning', 'sensor networks agents peer-to-peer systems']"
valentina presutti,Università di Bologna,https://scholar.google.com/citations?hl=it&user=dvNHkAwAAAAJ,1152,"valentina presutti - Università di Bologna - ['AI', 'Semantic Web and Linked Data', 'Ontology engineering', 'Knowledge management', 'Knowledge Extraction from the Web']",5928,40,"['AI', 'Semantic Web and Linked Data', 'Ontology engineering', 'Knowledge management', 'Knowledge Extraction from the Web']"
alessandro saffiotti,University or Örebro,https://scholar.google.com/citations?hl=it&user=QBeKlwMAAAAJ,1153,"alessandro saffiotti - University or Örebro - ['Cognitive robotics', 'artificial intelligence', 'fuzzy logic', 'automated planning']",11128,53,"['Cognitive robotics', 'artificial intelligence', 'fuzzy logic', 'automated planning']"
samuele salti,University of Bologna,https://scholar.google.com/citations?hl=it&user=1kcIJG0AAAAJ,1154,"samuele salti - University of Bologna - ['Machine Learning', 'Computer Vision', 'Telematics']",5448,23,"['Machine Learning', 'Computer Vision', 'Telematics']"
giovanni sartor,European University Institute,https://scholar.google.com/citations?hl=it&user=Qua7h5MAAAAJ,1155,"giovanni sartor - European University Institute - ['law', 'legal theory', 'artificial intelligence']",10100,48,"['law', 'legal theory', 'artificial intelligence']"
claudio sartori,Professor of Computer Science and Engineering,https://scholar.google.com/citations?hl=it&user=BfulzOcAAAAJ,1156,"claudio sartori - Professor of Computer Science and Engineering - ['data mining', 'machine learning', 'big data', 'artificial intelligence']",2041,24,"['data mining', 'machine learning', 'big data', 'artificial intelligence']"
francesca starita,University of Bologna,https://scholar.google.com/citations?hl=it&user=u0ZswIAAAAAJ,1157,"francesca starita - University of Bologna - ['Cognitive Neuroscience', 'Reinforcement Learning', 'Fear', 'Conditioning']",410,12,"['Cognitive Neuroscience', 'Reinforcement Learning', 'Fear', 'Conditioning']"
daniela tafani,Università di Pisa,https://scholar.google.com/citations?hl=it&user=Kq8k3VoAAAAJ,1158,daniela tafani - Università di Pisa - [],100,4,[]
paolo torroni,University of Bologna,https://scholar.google.com/citations?hl=it&user=uOZZjwsAAAAJ,1159,"paolo torroni - University of Bologna - ['Artificial Intelligence', 'Natural Language Processing', 'Argumentation', 'Multi-Agent Systems', 'Computational Logic']",5050,34,"['Artificial Intelligence', 'Natural Language Processing', 'Argumentation', 'Multi-Agent Systems', 'Computational Logic']"
roberto verdone,Università di Bologna,https://scholar.google.com/citations?hl=it&user=Cgq00j8AAAAJ,1160,roberto verdone - Università di Bologna - [],6948,33,[]
fabio vitali,University of Bologna,https://scholar.google.com/citations?hl=it&user=NQbKzs4AAAAJ,1161,"fabio vitali - University of Bologna - ['Markup languages', 'semantic web', 'web technologies', 'folksonomies', 'versioning']",5188,34,"['Markup languages', 'semantic web', 'web technologies', 'folksonomies', 'versioning']"
gianluigi zavattaro,University of Bologna,https://scholar.google.com/citations?hl=it&user=ZgKHqCIAAAAJ,1162,gianluigi zavattaro - University of Bologna - [],6115,43,[]
roberto amadini,University of Bologna,https://scholar.google.com/citations?hl=it&user=-NVtn1QAAAAJ,1163,"roberto amadini - University of Bologna - ['Artificial Intelligence', 'Constraint Programming', 'Algorithm Selection', 'Software Verification']",614,14,"['Artificial Intelligence', 'Constraint Programming', 'Algorithm Selection', 'Software Verification']"
